datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2011-04-12 23:00:00,2,0,1,2,16.4,20.455,94,16.9979,39
2011-04-13 00:00:00,2,0,1,2,16.4,20.455,100,19.9995,15
2011-04-13 01:00:00,2,0,1,2,16.4,20.455,100,19.9995,1
2011-04-13 02:00:00,2,0,1,3,16.4,20.455,100,19.9995,2
2011-04-13 03:00:00,2,0,1,3,16.4,20.455,94,22.0028,2
2011-04-13 04:00:00,2,0,1,3,16.4,20.455,94,22.0028,3
2011-04-13 05:00:00,2,0,1,3,15.58,19.695,94,16.9979,5
2011-04-13 06:00:00,2,0,1,3,15.58,19.695,94,15.0013,34
2011-04-13 07:00:00,2,0,1,3,14.76,17.425,100,15.0013,70
2011-04-13 08:00:00,2,0,1,3,15.58,19.695,94,12.998,164
2011-04-13 09:00:00,2,0,1,2,15.58,19.695,94,15.0013,65
2011-04-13 10:00:00,2,0,1,2,16.4,20.455,87,12.998,46
2011-04-13 11:00:00,2,0,1,2,17.22,21.21,82,12.998,61
2011-04-13 12:00:00,2,0,1,3,17.22,21.21,82,16.9979,95
2011-04-13 13:00:00,2,0,1,2,18.04,21.97,77,12.998,61
2011-04-13 14:00:00,2,0,1,2,17.22,21.21,77,16.9979,106
2011-04-13 15:00:00,2,0,1,2,18.04,21.97,72,19.0012,81
2011-04-13 16:00:00,2,0,1,1,18.86,22.725,67,19.0012,142
2011-04-13 17:00:00,2,0,1,1,18.86,22.725,67,19.9995,309
2011-04-13 18:00:00,2,0,1,1,18.04,21.97,62,26.0027,321
2011-04-13 19:00:00,2,0,1,1,18.04,21.97,62,16.9979,175
2011-04-13 20:00:00,2,0,1,1,18.04,21.97,62,16.9979,126
2011-04-13 21:00:00,2,0,1,1,17.22,21.21,67,11.0014,117
2011-04-13 22:00:00,2,0,1,1,17.22,21.21,67,12.998,99
2011-04-13 23:00:00,2,0,1,1,16.4,20.455,71,8.9981,62
2011-04-14 00:00:00,2,0,1,1,15.58,19.695,76,8.9981,21
2011-04-14 01:00:00,2,0,1,1,15.58,19.695,76,15.0013,10
2011-04-14 02:00:00,2,0,1,1,14.76,17.425,76,8.9981,3
2011-04-14 03:00:00,2,0,1,1,13.94,16.665,81,8.9981,2
2011-04-14 04:00:00,2,0,1,1,13.94,18.18,76,0.0,9
2011-04-14 05:00:00,2,0,1,1,13.94,17.425,76,6.0032,14
2011-04-14 06:00:00,2,0,1,1,13.94,17.425,76,7.0015,70
2011-04-14 07:00:00,2,0,1,1,15.58,19.695,66,0.0,193
2011-04-14 08:00:00,2,0,1,1,17.22,21.21,58,11.0014,337
2011-04-14 09:00:00,2,0,1,1,18.86,22.725,51,8.9981,170
2011-04-14 10:00:00,2,0,1,1,20.5,24.24,51,12.998,89
2011-04-14 11:00:00,2,0,1,1,21.32,25.0,45,11.0014,115
2011-04-14 12:00:00,2,0,1,1,22.14,25.76,42,8.9981,145
2011-04-14 13:00:00,2,0,1,1,22.96,26.515,37,15.0013,159
2011-04-14 14:00:00,2,0,1,1,22.96,26.515,35,6.0032,137
2011-04-14 15:00:00,2,0,1,1,24.6,31.06,31,6.0032,142
2011-04-14 16:00:00,2,0,1,1,24.6,30.305,26,7.0015,202
2011-04-14 17:00:00,2,0,1,1,24.6,30.305,28,0.0,388
2011-04-14 18:00:00,2,0,1,1,22.96,26.515,30,0.0,337
2011-04-14 19:00:00,2,0,1,1,22.14,25.76,32,0.0,259
2011-04-14 20:00:00,2,0,1,1,20.5,24.24,51,12.998,169
2011-04-14 21:00:00,2,0,1,1,18.86,22.725,63,8.9981,145
2011-04-14 22:00:00,2,0,1,1,19.68,23.485,55,7.0015,104
2011-04-14 23:00:00,2,0,1,1,18.86,22.725,59,7.0015,47
2011-04-15 00:00:00,2,1,0,1,18.04,21.97,67,0.0,27
2011-04-15 01:00:00,2,1,0,1,18.04,21.97,62,0.0,15
2011-04-15 02:00:00,2,1,0,1,16.4,20.455,76,0.0,18
2011-04-15 03:00:00,2,1,0,1,16.4,20.455,76,0.0,3
2011-04-15 04:00:00,2,1,0,1,15.58,19.695,82,6.0032,3
2011-04-15 05:00:00,2,1,0,1,14.76,18.18,81,7.0015,13
2011-04-15 06:00:00,2,1,0,1,14.76,18.18,81,6.0032,47
2011-04-15 07:00:00,2,1,0,1,16.4,20.455,71,11.0014,149
2011-04-15 08:00:00,2,1,0,1,18.04,21.97,62,19.9995,300
2011-04-15 09:00:00,2,1,0,1,20.5,24.24,55,12.998,178
2011-04-15 10:00:00,2,1,0,1,20.5,24.24,55,12.998,122
2011-04-15 11:00:00,2,1,0,1,21.32,25.0,55,12.998,136
2011-04-15 12:00:00,2,1,0,1,21.32,25.0,55,19.0012,200
2011-04-15 13:00:00,2,1,0,1,22.14,25.76,52,16.9979,180
2011-04-15 14:00:00,2,1,0,1,22.14,25.76,52,16.9979,163
2011-04-15 15:00:00,2,1,0,1,22.14,25.76,52,30.0026,162
2011-04-15 16:00:00,2,1,0,1,21.32,25.0,55,32.9975,243
2011-04-15 17:00:00,2,1,0,2,20.5,24.24,63,26.0027,331
2011-04-15 18:00:00,2,1,0,2,18.86,22.725,67,26.0027,263
2011-04-15 19:00:00,2,1,0,1,17.22,21.21,77,26.0027,209
2011-04-15 20:00:00,2,1,0,2,16.4,20.455,76,22.0028,118
2011-04-15 21:00:00,2,1,0,2,16.4,20.455,76,19.9995,102
2011-04-15 22:00:00,2,1,0,2,15.58,19.695,82,26.0027,80
2011-04-15 23:00:00,2,1,0,2,14.76,17.425,81,12.998,64
2011-04-16 00:00:00,2,0,0,2,14.76,17.425,81,15.0013,43
2011-04-16 01:00:00,2,0,0,2,14.76,16.665,87,19.0012,33
2011-04-16 02:00:00,2,0,0,2,14.76,17.425,87,8.9981,24
2011-04-16 03:00:00,2,0,0,2,14.76,17.425,87,11.0014,14
2011-04-16 04:00:00,2,0,0,2,14.76,17.425,87,15.0013,5
2011-04-16 05:00:00,2,0,0,2,15.58,19.695,87,19.0012,4
2011-04-16 06:00:00,2,0,0,3,16.4,20.455,82,22.0028,10
2011-04-16 07:00:00,2,0,0,2,16.4,20.455,82,27.9993,21
2011-04-16 08:00:00,2,0,0,3,16.4,20.455,87,23.9994,45
2011-04-16 09:00:00,2,0,0,3,16.4,20.455,100,19.9995,29
2011-04-16 10:00:00,2,0,0,3,17.22,21.21,94,26.0027,22
2011-04-16 11:00:00,2,0,0,3,17.22,21.21,94,30.0026,31
2011-04-16 12:00:00,2,0,0,2,18.86,22.725,88,39.0007,32
2011-04-16 13:00:00,2,0,0,3,18.86,22.725,94,35.0008,58
2011-04-16 14:00:00,2,0,0,3,21.32,25.0,83,39.0007,63
2011-04-16 15:00:00,2,0,0,3,21.32,25.0,83,39.0007,78
2011-04-16 16:00:00,2,0,0,3,20.5,24.24,88,31.0009,33
2011-04-16 17:00:00,2,0,0,3,20.5,24.24,88,39.0007,15
2011-04-16 18:00:00,2,0,0,2,20.5,24.24,94,26.0027,38
2011-04-16 19:00:00,2,0,0,2,21.32,25.0,94,27.9993,71
2011-04-16 20:00:00,2,0,0,3,18.04,21.97,94,15.0013,53
2011-04-16 21:00:00,2,0,0,2,18.04,21.97,94,0.0,14
2011-04-16 22:00:00,2,0,0,3,17.22,21.21,100,0.0,24
2011-04-16 23:00:00,2,0,0,2,18.04,21.97,77,19.0012,35
2011-04-17 00:00:00,2,0,0,2,18.04,21.97,77,19.0012,33
2011-04-17 01:00:00,2,0,0,1,17.22,21.21,67,15.0013,31
2011-04-17 02:00:00,2,0,0,1,16.4,20.455,62,12.998,29
2011-04-17 03:00:00,2,0,0,1,16.4,20.455,66,8.9981,25
2011-04-17 04:00:00,2,0,0,1,14.76,18.18,76,7.0015,7
2011-04-17 05:00:00,2,0,0,1,14.76,17.425,71,11.0014,3
2011-04-17 06:00:00,2,0,0,1,14.76,15.91,66,30.0026,8
2011-04-17 07:00:00,2,0,0,1,14.76,16.665,50,23.9994,16
2011-04-17 08:00:00,2,0,0,1,15.58,19.695,46,26.0027,43
2011-04-17 09:00:00,2,0,0,1,16.4,20.455,43,19.0012,102
2011-04-17 10:00:00,2,0,0,1,17.22,21.21,44,30.0026,211
2011-04-17 11:00:00,2,0,0,1,18.86,22.725,41,27.9993,304
2011-04-17 12:00:00,2,0,0,1,18.86,22.725,38,26.0027,354
2011-04-17 13:00:00,2,0,0,1,20.5,24.24,34,26.0027,343
2011-04-17 14:00:00,2,0,0,1,21.32,25.0,34,26.0027,361
2011-04-17 15:00:00,2,0,0,1,22.14,25.76,32,35.0008,388
2011-04-17 16:00:00,2,0,0,1,22.14,25.76,30,23.9994,343
2011-04-17 17:00:00,2,0,0,1,22.96,26.515,30,30.0026,306
2011-04-17 18:00:00,2,0,0,1,22.96,26.515,30,26.0027,277
2011-04-17 19:00:00,2,0,0,1,22.96,26.515,30,19.9995,210
2011-04-17 20:00:00,2,0,0,1,21.32,25.0,36,12.998,141
2011-04-17 21:00:00,2,0,0,1,20.5,24.24,42,12.998,83
2011-04-17 22:00:00,2,0,0,1,20.5,24.24,39,7.0015,70
2011-04-17 23:00:00,2,0,0,1,18.04,21.97,67,11.0014,56
2011-04-18 00:00:00,2,0,1,1,18.86,22.725,47,6.0032,39
2011-04-18 01:00:00,2,0,1,1,18.86,22.725,47,8.9981,19
2011-04-18 02:00:00,2,0,1,1,17.22,21.21,67,7.0015,16
2011-04-18 03:00:00,2,0,1,1,17.22,21.21,62,7.0015,7
2011-04-18 04:00:00,2,0,1,1,16.4,20.455,87,11.0014,6
2011-04-18 05:00:00,2,0,1,1,16.4,20.455,76,6.0032,16
2011-04-18 06:00:00,2,0,1,1,16.4,20.455,82,0.0,54
2011-04-18 07:00:00,2,0,1,1,18.86,22.725,63,0.0,168
2011-04-18 08:00:00,2,0,1,1,18.86,22.725,63,0.0,297
2011-04-18 09:00:00,2,0,1,2,20.5,24.24,55,7.0015,169
2011-04-18 10:00:00,2,0,1,2,21.32,25.0,55,7.0015,109
2011-04-18 11:00:00,2,0,1,2,22.14,25.76,52,6.0032,123
2011-04-18 12:00:00,2,0,1,2,22.96,26.515,49,6.0032,184
2011-04-18 13:00:00,2,0,1,2,22.96,26.515,49,11.0014,169
2011-04-18 14:00:00,2,0,1,2,23.78,27.275,49,12.998,144
2011-04-18 15:00:00,2,0,1,2,24.6,31.06,43,12.998,176
2011-04-18 16:00:00,2,0,1,1,24.6,31.06,46,19.0012,205
2011-04-18 17:00:00,2,0,1,1,23.78,27.275,49,19.0012,428
2011-04-18 18:00:00,2,0,1,1,26.24,31.06,31,23.9994,362
2011-04-18 19:00:00,2,0,1,1,22.96,26.515,46,16.9979,286
2011-04-18 20:00:00,2,0,1,1,24.6,31.06,33,19.9995,165
2011-04-18 21:00:00,2,0,1,1,22.96,26.515,37,19.0012,151
2011-04-18 22:00:00,2,0,1,1,21.32,25.0,55,19.0012,90
2011-04-18 23:00:00,2,0,1,1,20.5,24.24,59,16.9979,46
2011-04-19 00:00:00,2,0,1,1,20.5,24.24,55,15.0013,25
2011-04-19 01:00:00,2,0,1,1,18.86,22.725,63,15.0013,7
2011-04-19 02:00:00,2,0,1,1,18.86,22.725,67,19.0012,13
2011-04-19 03:00:00,2,0,1,1,19.68,23.485,63,15.0013,3
2011-04-19 04:00:00,2,0,1,1,18.86,22.725,67,6.0032,5
2011-04-19 05:00:00,2,0,1,2,18.86,22.725,72,12.998,18
2011-04-19 06:00:00,2,0,1,2,19.68,23.485,67,0.0,65
2011-04-19 07:00:00,2,0,1,2,21.32,25.0,55,0.0,188
2011-04-19 08:00:00,2,0,1,2,20.5,24.24,68,8.9981,351
2011-04-19 09:00:00,2,0,1,3,21.32,25.0,63,6.0032,162
2011-04-19 10:00:00,2,0,1,2,20.5,24.24,72,15.0013,75
2011-04-19 11:00:00,2,0,1,2,22.14,25.76,68,11.0014,72
2011-04-19 12:00:00,2,0,1,2,22.14,25.76,64,6.0032,103
2011-04-19 13:00:00,2,0,1,2,22.14,25.76,68,15.0013,129
2011-04-19 14:00:00,2,0,1,2,22.14,25.76,64,12.998,107
2011-04-19 15:00:00,2,0,1,2,22.14,25.76,65,11.0014,127
2011-04-19 16:00:00,2,0,1,1,22.96,26.515,52,19.9995,192
2011-04-19 17:00:00,2,0,1,1,22.96,26.515,60,7.0015,411
2011-04-19 18:00:00,2,0,1,2,22.14,25.76,64,8.9981,421
2011-04-19 19:00:00,2,0,1,2,20.5,24.24,72,12.998,276
2011-04-19 20:00:00,2,0,1,2,20.5,24.24,72,15.0013,168
2011-04-19 21:00:00,2,0,1,2,20.5,24.24,72,8.9981,122
2011-04-19 22:00:00,2,0,1,1,19.68,23.485,77,6.0032,112
2011-04-19 23:00:00,2,0,1,1,18.86,22.725,88,6.0032,52
2011-05-01 00:00:00,2,0,0,1,17.22,21.21,67,6.0032,96
2011-05-01 01:00:00,2,0,0,1,17.22,21.21,69,7.0015,59
2011-05-01 02:00:00,2,0,0,1,17.22,21.21,77,7.0015,50
2011-05-01 03:00:00,2,0,0,1,16.4,20.455,82,7.0015,23
2011-05-01 04:00:00,2,0,0,1,16.4,20.455,76,7.0015,17
2011-05-01 05:00:00,2,0,0,1,16.4,20.455,82,6.0032,10
2011-05-01 06:00:00,2,0,0,2,16.4,20.455,82,6.0032,13
2011-05-01 07:00:00,2,0,0,2,17.22,21.21,77,6.0032,33
2011-05-01 08:00:00,2,0,0,2,18.04,21.97,77,8.9981,59
2011-05-01 09:00:00,2,0,0,2,18.86,22.725,72,8.9981,141
2011-05-01 10:00:00,2,0,0,2,19.68,23.485,63,12.998,264
2011-05-01 11:00:00,2,0,0,1,18.86,22.725,82,7.0015,250
2011-05-01 12:00:00,2,0,0,2,19.68,23.485,77,7.0015,281
2011-05-01 13:00:00,2,0,0,2,20.5,24.24,63,11.0014,332
2011-05-01 14:00:00,2,0,0,2,20.5,24.24,68,7.0015,238
2011-05-01 15:00:00,2,0,0,2,20.5,24.24,72,0.0,266
2011-05-01 16:00:00,2,0,0,2,20.5,24.24,72,12.998,214
2011-05-01 17:00:00,2,0,0,2,19.68,23.485,82,16.9979,196
2011-05-01 18:00:00,2,0,0,2,18.86,22.725,82,6.0032,159
2011-05-01 19:00:00,2,0,0,2,18.86,22.725,84,7.0015,178
2011-05-01 20:00:00,2,0,0,2,18.86,22.725,82,0.0,121
2011-05-01 21:00:00,2,0,0,2,18.86,22.725,82,0.0,105
2011-05-01 22:00:00,2,0,0,2,18.86,22.725,82,0.0,100
2011-05-01 23:00:00,2,0,0,1,18.86,22.725,77,12.998,146
2011-05-02 00:00:00,2,0,1,1,18.86,22.725,72,8.9981,177
2011-05-02 01:00:00,2,0,1,1,18.86,22.725,72,8.9981,114
2011-05-02 02:00:00,2,0,1,2,18.04,21.97,77,15.0013,35
2011-05-02 03:00:00,2,0,1,1,18.04,21.97,77,8.9981,16
2011-05-02 04:00:00,2,0,1,1,18.04,21.97,77,11.0014,17
2011-05-02 05:00:00,2,0,1,2,18.04,21.97,77,8.9981,20
2011-05-02 06:00:00,2,0,1,1,18.04,21.97,88,7.0015,62
2011-05-02 07:00:00,2,0,1,2,18.86,22.725,82,22.0028,209
2011-05-02 08:00:00,2,0,1,2,19.68,23.485,77,15.0013,371
2011-05-02 09:00:00,2,0,1,2,20.5,24.24,77,19.0012,172
2011-05-02 10:00:00,2,0,1,2,22.14,25.76,77,15.0013,108
2011-05-02 11:00:00,2,0,1,1,23.78,27.275,73,19.9995,130
2011-05-02 12:00:00,2,0,1,1,25.42,30.305,69,15.0013,187
2011-05-02 13:00:00,2,0,1,2,25.42,30.305,69,12.998,170
2011-05-02 14:00:00,2,0,1,1,26.24,30.305,69,15.0013,181
2011-05-02 15:00:00,2,0,1,1,27.06,31.06,61,12.998,155
2011-05-02 16:00:00,2,0,1,1,27.06,31.06,61,15.0013,269
2011-05-02 17:00:00,2,0,1,1,27.06,31.06,65,12.998,537
2011-05-02 18:00:00,2,0,1,2,26.24,30.305,65,12.998,518
2011-05-02 19:00:00,2,0,1,2,25.42,30.305,69,8.9981,314
2011-05-02 20:00:00,2,0,1,2,25.42,30.305,69,8.9981,218
2011-05-02 21:00:00,2,0,1,2,24.6,29.545,73,7.0015,232
2011-05-02 22:00:00,2,0,1,2,24.6,29.545,73,0.0,125
2011-05-02 23:00:00,2,0,1,2,22.96,26.515,83,12.998,64
2011-05-03 00:00:00,2,0,1,2,22.96,26.515,83,15.0013,16
2011-05-03 01:00:00,2,0,1,2,22.96,26.515,78,16.9979,14
2011-05-03 02:00:00,2,0,1,2,22.96,26.515,78,16.9979,5
2011-05-03 03:00:00,2,0,1,1,22.14,25.76,83,19.0012,2
2011-05-03 04:00:00,2,0,1,1,21.32,25.0,88,15.0013,4
2011-05-03 05:00:00,2,0,1,1,21.32,25.0,88,8.9981,14
2011-05-03 06:00:00,2,0,1,2,21.32,25.0,94,11.0014,109
2011-05-03 07:00:00,2,0,1,2,22.14,25.76,88,15.0013,265
2011-05-03 08:00:00,2,0,1,2,22.96,26.515,83,19.0012,459
2011-05-03 09:00:00,2,0,1,2,24.6,28.79,78,23.9994,186
2011-05-03 10:00:00,2,0,1,2,26.24,30.305,69,23.9994,127
2011-05-03 11:00:00,2,0,1,2,27.06,31.06,65,22.0028,140
2011-05-03 12:00:00,2,0,1,2,27.88,31.82,61,32.9975,217
2011-05-03 13:00:00,2,0,1,2,28.7,32.575,58,40.9973,194
2011-05-03 14:00:00,2,0,1,2,28.7,32.575,58,35.0008,158
2011-05-03 15:00:00,2,0,1,2,28.7,32.575,58,30.0026,154
2011-05-03 16:00:00,2,0,1,1,29.52,33.335,54,31.0009,271
2011-05-03 17:00:00,2,0,1,1,28.7,32.575,54,31.0009,517
2011-05-03 18:00:00,2,0,1,1,28.7,32.575,48,27.9993,544
2011-05-03 19:00:00,2,0,1,1,27.88,31.82,57,23.9994,365
2011-05-03 20:00:00,2,0,1,1,27.06,31.06,61,12.998,290
2011-05-03 21:00:00,2,0,1,2,26.24,31.06,61,30.0026,225
2011-05-03 22:00:00,2,0,1,2,23.78,27.275,60,26.0027,113
2011-05-03 23:00:00,2,0,1,2,22.96,26.515,68,22.0028,62
2011-05-04 00:00:00,2,0,1,3,21.32,25.0,77,11.0014,27
2011-05-04 01:00:00,2,0,1,3,20.5,24.24,82,19.0012,7
2011-05-04 02:00:00,2,0,1,3,20.5,24.24,82,19.0012,4
2011-05-04 03:00:00,2,0,1,3,17.22,21.21,88,35.0008,1
2011-05-04 04:00:00,2,0,1,3,15.58,19.695,94,22.0028,3
2011-05-04 05:00:00,2,0,1,3,14.76,16.665,87,22.0028,9
2011-05-04 06:00:00,2,0,1,3,13.94,15.15,93,26.0027,21
2011-05-04 07:00:00,2,0,1,3,13.94,15.15,93,23.9994,52
2011-05-04 08:00:00,2,0,1,3,13.94,15.15,93,26.0027,79
2011-05-04 09:00:00,2,0,1,3,13.94,15.15,93,23.9994,40
2011-05-04 10:00:00,2,0,1,2,13.94,15.91,93,19.0012,31
2011-05-04 11:00:00,2,0,1,1,16.4,20.455,82,22.0028,72
2011-05-04 12:00:00,2,0,1,2,18.04,21.97,62,23.9994,124
2011-05-04 13:00:00,2,0,1,2,18.86,22.725,59,30.0026,143
2011-05-04 14:00:00,2,0,1,1,20.5,24.24,51,26.0027,107
2011-05-04 15:00:00,2,0,1,1,19.68,23.485,51,27.9993,129
2011-05-04 16:00:00,2,0,1,1,20.5,24.24,45,31.0009,195
2011-05-04 17:00:00,2,0,1,1,16.4,20.455,71,16.9979,410
2011-05-04 18:00:00,2,0,1,1,17.22,21.21,67,16.9979,396
2011-05-04 19:00:00,2,0,1,1,17.22,21.21,58,23.9994,296
2011-05-04 20:00:00,2,0,1,1,16.4,20.455,62,22.0028,191
2011-05-04 21:00:00,2,0,1,1,16.4,20.455,62,11.0014,150
2011-05-04 22:00:00,2,0,1,1,15.58,19.695,62,15.0013,89
2011-05-04 23:00:00,2,0,1,1,14.76,17.425,62,15.0013,57
2011-05-05 00:00:00,2,0,1,1,14.76,17.425,66,12.998,27
2011-05-05 01:00:00,2,0,1,1,13.94,16.665,71,12.998,10
2011-05-05 02:00:00,2,0,1,1,13.94,15.91,66,15.0013,5
2011-05-05 03:00:00,2,0,1,1,13.94,15.91,66,16.9979,4
2011-05-05 04:00:00,2,0,1,1,13.94,15.91,66,16.9979,7
2011-05-05 05:00:00,2,0,1,1,13.94,15.91,66,16.9979,30
2011-05-05 06:00:00,2,0,1,1,13.94,15.91,66,16.9979,89
2011-05-05 07:00:00,2,0,1,1,15.58,19.695,58,16.9979,271
2011-05-05 08:00:00,2,0,1,1,17.22,21.21,50,16.9979,440
2011-05-05 09:00:00,2,0,1,1,18.86,22.725,44,19.0012,184
2011-05-05 10:00:00,2,0,1,1,20.5,24.24,39,19.0012,128
2011-05-05 11:00:00,2,0,1,1,21.32,25.0,36,30.0026,148
2011-05-05 12:00:00,2,0,1,1,21.32,25.0,34,23.9994,196
2011-05-05 13:00:00,2,0,1,1,22.14,25.76,30,39.0007,192
2011-05-05 14:00:00,2,0,1,1,22.14,25.76,28,30.0026,154
2011-05-05 15:00:00,2,0,1,1,22.96,26.515,26,32.9975,147
2011-05-05 16:00:00,2,0,1,1,23.78,27.275,24,27.9993,269
2011-05-05 17:00:00,2,0,1,1,22.96,26.515,26,26.0027,533
2011-05-05 18:00:00,2,0,1,1,22.96,26.515,26,19.0012,520
2011-05-05 19:00:00,2,0,1,1,22.14,25.76,28,15.0013,361
2011-05-05 20:00:00,2,0,1,1,20.5,24.24,34,11.0014,258
2011-05-05 21:00:00,2,0,1,1,20.5,24.24,36,12.998,180
2011-05-05 22:00:00,2,0,1,1,19.68,23.485,39,12.998,165
2011-05-05 23:00:00,2,0,1,1,18.86,22.725,41,12.998,115
2011-05-06 00:00:00,2,0,1,1,18.04,21.97,44,11.0014,56
2011-05-06 01:00:00,2,0,1,1,16.4,20.455,62,11.0014,32
2011-05-06 02:00:00,2,0,1,1,15.58,19.695,62,7.0015,16
2011-05-06 03:00:00,2,0,1,1,14.76,18.18,71,7.0015,9
2011-05-06 04:00:00,2,0,1,1,14.76,18.18,71,7.0015,1
2011-05-06 05:00:00,2,0,1,1,13.94,17.425,81,7.0015,16
2011-05-06 06:00:00,2,0,1,1,14.76,18.18,81,6.0032,82
2011-05-06 07:00:00,2,0,1,1,16.4,20.455,82,0.0,222
2011-05-06 08:00:00,2,0,1,1,17.22,21.21,77,16.9979,450
2011-05-06 09:00:00,2,0,1,1,18.86,22.725,67,19.0012,188
2011-05-06 10:00:00,2,0,1,2,22.14,25.76,49,22.0028,127
2011-05-06 11:00:00,2,0,1,2,22.14,25.76,49,22.0028,165
2011-05-06 12:00:00,2,0,1,1,22.96,26.515,49,23.9994,246
2011-05-06 13:00:00,2,0,1,1,23.78,27.275,40,22.0028,253
2011-05-06 14:00:00,2,0,1,1,24.6,31.06,40,30.0026,213
2011-05-06 15:00:00,2,0,1,1,24.6,31.06,38,26.0027,260
2011-05-06 16:00:00,2,0,1,1,24.6,31.06,40,16.9979,344
2011-05-06 17:00:00,2,0,1,1,23.78,27.275,40,23.9994,553
2011-05-06 18:00:00,2,0,1,3,22.14,25.76,52,23.9994,470
2011-05-06 19:00:00,2,0,1,3,22.14,25.76,52,23.9994,292
2011-05-06 20:00:00,2,0,1,1,21.32,25.0,48,7.0015,190
2011-05-06 21:00:00,2,0,1,1,19.68,23.485,67,8.9981,152
2011-05-06 22:00:00,2,0,1,1,18.86,22.725,72,15.0013,151
2011-05-06 23:00:00,2,0,1,1,18.04,21.97,82,8.9981,120
2011-05-07 00:00:00,2,0,0,1,17.22,21.21,82,8.9981,86
2011-05-07 01:00:00,2,0,0,1,17.22,21.21,82,7.0015,58
2011-05-07 02:00:00,2,0,0,1,17.22,21.21,82,6.0032,52
2011-05-07 03:00:00,2,0,0,1,17.22,21.21,77,6.0032,18
2011-05-07 04:00:00,2,0,0,1,16.4,20.455,82,7.0015,5
2011-05-07 05:00:00,2,0,0,1,18.86,22.725,59,8.9981,7
2011-05-07 06:00:00,2,0,0,1,17.22,21.21,77,6.0032,13
2011-05-07 07:00:00,2,0,0,1,19.68,23.485,59,0.0,40
2011-05-07 08:00:00,2,0,0,1,21.32,25.0,52,12.998,115
2011-05-07 09:00:00,2,0,0,1,22.14,25.76,49,19.0012,218
2011-05-07 10:00:00,2,0,0,1,22.96,26.515,49,19.9995,298
2011-05-07 11:00:00,2,0,0,1,22.96,26.515,43,0.0,347
2011-05-07 12:00:00,2,0,0,1,24.6,31.06,40,12.998,373
2011-05-07 13:00:00,2,0,0,1,24.6,31.06,35,19.0012,436
2011-05-07 14:00:00,2,0,0,3,24.6,31.06,35,11.0014,378
2011-05-07 15:00:00,2,0,0,1,24.6,31.06,38,16.9979,378
2011-05-07 16:00:00,2,0,0,1,24.6,31.06,38,12.998,342
2011-05-07 17:00:00,2,0,0,1,23.78,27.275,40,15.0013,354
2011-05-07 18:00:00,2,0,0,1,23.78,27.275,37,11.0014,289
2011-05-07 19:00:00,2,0,0,1,22.96,26.515,43,12.998,267
2011-05-07 20:00:00,2,0,0,1,22.96,26.515,43,8.9981,219
2011-05-07 21:00:00,2,0,0,1,22.14,25.76,49,15.0013,182
2011-05-07 22:00:00,2,0,0,1,22.14,25.76,49,12.998,120
2011-05-07 23:00:00,2,0,0,1,20.5,24.24,59,7.0015,119
2011-05-08 00:00:00,2,0,0,2,20.5,24.24,59,7.0015,100
2011-05-08 01:00:00,2,0,0,2,21.32,25.0,55,0.0,64
2011-05-08 02:00:00,2,0,0,1,19.68,23.485,63,0.0,59
2011-05-08 03:00:00,2,0,0,1,18.86,22.725,72,6.0032,31
2011-05-08 04:00:00,2,0,0,1,17.22,21.21,82,0.0,10
2011-05-08 05:00:00,2,0,0,2,18.04,21.97,77,0.0,5
2011-05-08 06:00:00,2,0,0,2,18.04,21.97,82,0.0,6
2011-05-08 07:00:00,2,0,0,2,18.86,22.725,82,0.0,23
2011-05-08 08:00:00,2,0,0,1,21.32,25.0,63,8.9981,86
2011-05-08 09:00:00,2,0,0,1,22.96,26.515,52,15.0013,160
2011-05-08 10:00:00,2,0,0,1,23.78,27.275,49,8.9981,244
2011-05-08 11:00:00,2,0,0,1,23.78,27.275,49,6.0032,340
2011-05-08 12:00:00,2,0,0,1,24.6,31.06,46,6.0032,382
2011-05-08 13:00:00,2,0,0,1,24.6,31.06,49,8.9981,390
2011-05-08 14:00:00,2,0,0,1,24.6,31.06,49,0.0,366
2011-05-08 15:00:00,2,0,0,1,24.6,31.06,49,0.0,358
2011-05-08 16:00:00,2,0,0,1,24.6,31.06,46,7.0015,385
2011-05-08 17:00:00,2,0,0,3,23.78,27.275,49,19.0012,351
2011-05-08 18:00:00,2,0,0,1,23.78,27.275,49,0.0,268
2011-05-08 19:00:00,2,0,0,1,22.96,26.515,64,0.0,239
2011-05-08 20:00:00,2,0,0,1,21.32,25.0,77,8.9981,174
2011-05-08 21:00:00,2,0,0,1,21.32,25.0,77,6.0032,127
2011-05-08 22:00:00,2,0,0,1,20.5,24.24,88,6.0032,115
2011-05-08 23:00:00,2,0,0,1,18.86,22.725,88,6.0032,50
2011-05-09 00:00:00,2,0,1,1,18.86,22.725,82,6.0032,53
2011-05-09 01:00:00,2,0,1,1,18.04,21.97,88,0.0,33
2011-05-09 02:00:00,2,0,1,1,18.04,21.97,94,0.0,8
2011-05-09 03:00:00,2,0,1,1,18.86,22.725,82,6.0032,7
2011-05-09 04:00:00,2,0,1,1,17.22,21.21,82,11.0014,4
2011-05-09 05:00:00,2,0,1,1,17.22,21.21,77,11.0014,23
2011-05-09 06:00:00,2,0,1,1,18.04,21.97,72,16.9979,89
2011-05-09 07:00:00,2,0,1,1,19.68,23.485,63,16.9979,237
